Title,Abstract,Journal,Language,Year,Month
Management of renal cell carcinoma in sigmoid kidney.,Crossed renal ectopia is a rare congenital malformation. We report a case in a 77-year-old man presenting with a left lower abdominal mass. Abdominal computed tomography showed a vascular lesion that developed in a right-to-left crossed-fused renal ectopia. The patient was treated with radical heminephrectomy. Appropriate preoperative imaging and surgical technique for the isthmusectomy are highlighted.,Urologia internationalis,eng,2012,
L-shaped right-to-left crossed-fused renal ectopia with left dysplastic ureter.,"Crossed-fused renal ectopia is a relatively rare congenital malformation. Herein, we report a case of L-shaped right- to-left crossed-fused renal ectopia with a left dysplastic ureter in a 5-year-old girl. She underwent a left nephrectomy and the postoperative course was uneventful.",Urologia internationalis,eng,2012,
A novel approach to the management of an inflammatory abdominal aortic aneurysm associated with crossed-fused renal ectopia.,"Crossed-fused renal ectopia is a rare anomaly that poses a therapeutic challenge in the management of abdominal aortic aneurysms (AAAs). Such challenges include preservation of renal blood flow in the setting of multiple aberrant renal arteries and ureteral anomalies. Several surgical approaches to this dilemma, including the use of traditional surgical techniques, have been described in the literature. We describe a novel approach to the management of a 7-cm inflammatory AAA associated with crossed renal ectopia with fusion.",Annals of vascular surgery,eng,2011,10.0
"""Crossed renal ectopia"".",No Abstract,Internal and emergency medicine,eng,2012,5.0
Type III Klippel-Feil syndrome: case report and review of associated craniofacial anomalies.,"Klippel-Feil syndrome (KFS) is a complex syndrome of osseous and visceral anomalies that include the classical clinical triad of short neck, limitation of head and neck movements and low posterior hairline. It may also be associated with anomalies of the genitourinary, musculoskeletal, neurologic and cardiac systems. We report a case of type III KFS with associated rib anomalies such as cervical rib, fusion and bifid ribs, scoliosis and fused crossed renal ectopia. The aim of this paper was to summarize all craniofacial anomalies that occur in association with KFS, so that clinicians would be aware of them during diagnosis and treatment planning.",Odontology,eng,2011,7.0
Occult crossed renal ectopia detected on a VQ scan.,No Abstract,Clinical nuclear medicine,eng,2011,5.0
Prenatal diagnosis of cross-fused renal ectopia: does color Doppler and 3-dimensional sonography help?,No Abstract,Journal of ultrasound in medicine : official journal of the American Institute of Ultrasound in Medicine,eng,2011,4.0
Association of crossed renal ectopia and aortic aneurism. Case report.,Renal malformations are rare entities and rarely have clinical consequences. Crossed renal ectopia has an incidence of 1/2.000 autopsies. The association with aortic aneurysm is even more exceptional.,Archivos espanoles de urologia,eng,2010,11.0
Acute management of neonatal respiratory failure due to crossed ectopic obstructed megaureter in a duplicated pelvic kidney.,Respiratory distress due to urinary tract obstruction can be a urologic emergency. We describe the diagnostic and surgical management of severe respiratory distress in a neonate due to a crossed ectopic obstructed megaureter in a duplicated pelvic kidney.,Journal of pediatric urology,eng,2011,2.0
A case of abdominal aortic aneurysm associated with L-shaped crossed-fused renal ectopia.,"Genitourinary anomalies are a tremendous challenge for the vascular surgeon, especially when dealing with an abdominal aortic aneurysm. We report a case of crossed-fused renal ectopia, a rare anomaly accompanied by abdominal aortic aneurysm. Bilateral renal arteries and one aberrant artery from the right common iliac artery supply the ectopic kidney. Because renal ischemia during aortic reconstruction can be a serious problem, we reconstructed a temporary right axillo-left renal artery bypass graft first, then reimplanted the aberrant renal artery. When choosing the procedure for renal preservation, preoperative multidetector-row computed tomography was useful to plan the operative strategy.",Annals of vascular surgery,eng,2010,11.0
Pseudocoarction of the aorta and crossed fused ectopic kidney assessed by multidetector computed tomography.,"Aortic pseudocoarctation is a congenital abnormality consisting of an elongated aortic arch with a kink at level of the isthmus. However, unlike coarctation, significant flow obstruction is not associated with pseudocoarctation, although there is an increased incidence other cardiovascular anomalies. This case demonstrates the use of multidetector CT as part of the clinical evaluation of a 49-year-old male with suspected aortic coarctation, leading to the final diagnosis of pseudocoarctation, as well as the incidental discovery of a crossed fused ectopic kidney.",Journal of cardiovascular computed tomography,eng,2010,
Images in urology. Crossed fused renal ectopia with massive vesicoureteral reflux.,No Abstract,Archivos espanoles de urologia,eng,2010,9.0
Abdominal mass due to crossed renal ectopia and fusion.,No Abstract,JBR-BTR : organe de la Societe royale belge de radiologie (SRBR) = orgaan van de Koninklijke Belgische Vereniging voor Radiologie (KBVR),eng,2010,
Laparoscopic nephrectomy of a cross-fused ectopic kidney in a child with hypertension.,We report a case of laparoscopic nephrectomy of a cross-fused ectopic kidney in a 4-year-old girl with renal hypertension and Fanconi anemia.,Journal of pediatric urology,eng,2010,10.0
Primary synovial sarcoma arising from a crossed ectopic kidney with fusion.,"Crossed renal ectopia with fusion is a rare anomaly of the kidney. The present case report describes a 67-year-old man with renal tumor who had been diagnosed as having a crossed ectopic kidney with fusion for 25 years. The pathological diagnosis of the primary tumor specimen was Wilms' tumor with favorable histology. Upon tumor recurrence, molecular detection of SYT-SSX2 fusion transcripts lead to the diagnosis of synovial sarcoma of the kidney. To our knowledge, this is the first case of primary synovial sarcoma arising from a crossed ectopic kidney with fusion.",International journal of urology : official journal of the Japanese Urological Association,eng,2010,1.0
Successful transplantation of a split crossed fused ectopic kidney into a patient with end-stage renal disease.,"Potential donors with congenital renal anomalies but normal renal function are often overlooked because of a possible increase in technical difficulty and complications associated with the surgery. However, as the waiting list for a deceased donor kidney transplant continues to grow, it is important to consider these kidneys for potential transplant. This paper describes the procurement of a crossed fused ectopic kidney, and subsequent parenchymal transection prior to transplantation as part of a combined simultaneous kidney pancreas transplant. The transplant was uncomplicated, and the graft had immediate function. The patient is now two years from transplant with excellent function.",Journal of transplantation,eng,2010,
